rest_name,address_rd,price_range,pri_category,sec_category,collection,comments,rating,likes,dislikes
FOODBOX,梳士巴利道,$51-100,西式,"三文治,果汁,沙律",488,9,4.1,7,0
Nood Food,中間道,$51-100,西式,"三文治,果汁,沙律",230,3,4.3,2,0
Pret A Manger,柯士甸道,$51-100,西式,"三文治,果汁,沙律",945,14,4,9,0
Fastcasa,棉登徑,$51-100,西式,"三文治,果汁,沙律",80,23,4.4,21,0
Godiva Chocolatier,廣東道,$51-100,西式,朱古力-糖果店,111,82,3.6,61,2
Chocoline,麼地道,$51-100,中東/地中海菜,朱古力-糖果店,27,6,3.4,4,0
La Maison du Chocolat,柯士甸道,$51-100,西式,朱古力-糖果店,551,17,4,15,0
Cova Ristorante & Caffe,廣東道,$201-400,西式,朱古力-糖果店,518,171,3.5,83,34
Park café,漆咸道,$201-400,西式,"自助餐,酒店餐廳",27855,427,3.6,226,57
GREEN,科學館道,$201-400,西式,"咖啡店,沙律,飲o野傾計,西式糕點",27948,626,4,420,28
THE MUSSELS,梳士巴利道,$201-400,西式,咖啡店,9301,66,4.1,51,1
District 8 (ELEMENTS),柯士甸道,$201-400,西式,咖啡店,4056,21,3.9,13,3
Cafe 103,柯士甸道,$801以上,西式,"咖啡店,沙律,飲o野傾計,西式糕點",37984,411,3.8,214,38
無印良品 MUJI,彌敦道,$50以下,日本菜,小食店,267,16,3.8,8,0
豪大大雞排 HOT-STAR Large Fried Chicken,科學館道,$50以下,其他中菜,小食店,202,3,3.1,1,0
My Little Coffee: Coffeehouse & Roasters,加連威老道,$50以下,西式,"咖啡店,all-day-breakfast",2881,61,3.7,40,3
星巴克咖啡 Starbucks Coffee,柯士甸道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",89,27,3.7,21,0
星巴克咖啡 Starbucks Coffee,麼地道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",22,10,3.1,3,2
天台的一角 Roof corner,堪富利士道,$51-100,西式,西式糕點,171,8,3.8,6,0
Leo's Espresso Cafe Bar & Restaurant,廣東道,$51-100,西式,咖啡店,456,33,4.6,31,0
台灣ET鹽水雞,科學館道,$50以下,其他中菜,小食店,879,21,3.3,8,1
OKA'S,彌敦道,$50以下,日本菜,小食店,980,34,3.7,18,2
Potato Corner,加拿分道,$50以下,西式,小食店,5152,195,3.8,95,7
齊柏林熱狗店 (良友大廈) Zeppelin Hot Dog Shop (Companion Court),柯士甸道,$50以下,西式,小食店,461,10,3.7,4,1
無辣不歡 (嘉芬大廈),加拿分道,$50以下,其他中菜,小食店,473,22,3.3,8,5
絕味 Juewei,港鐵尖東站,$50以下,其他中菜,小食店,229,4,4.5,4,0
中間道酒吧 The Middle Row Bar,彌敦道,$51-100,西式,"自助餐,酒店餐廳",1320,18,4,10,0
野玩田店 Something Wild - The Farm,彌敦道,$101-200,西式,"自助餐,酒店餐廳",11351,274,4.2,230,4
馬哥孛羅香港酒店大堂酒廊 Lobby Lounge,廣東道,$101-200,西式,"自助餐,酒店餐廳",1749,75,3.7,35,11
The Island View Restaurant,廣東道,$101-200,西式,火鍋,552,8,3.6,5,2
九龍香格里拉大酒店大堂酒廊 Lobby Lounge (Kowloon Shangri-La),麼地道,$101-200,西式,"自助餐,酒店餐廳",5819,191,3.9,128,12
CARAT Fine Indian and Mediterranean Cuisine (盈豐商業大廈),寶勒巷,$101-200,其他亞洲菜,"自助餐,酒店餐廳",5169,233,4.6,217,0
Café East,麼地道,$201-400,西式,"自助餐,酒店餐廳",12481,172,4,122,5
山景閣 Hillview Cafe,天文台道,$201-400,西式,"自助餐,酒店餐廳",10269,396,3.7,283,39
The Chippy,加連威老道,$51-100,西式,小食店,4653,19,4.3,14,1
豐記雞蛋仔,加連威老道,$50以下,港式/粵菜,小食店,88,61,2.6,7,24
嘉寶漢堡 KABO BURGER,金巴利道,$50以下,港式/粵菜,小食店,15185,335,4.1,248,3
君怡酒店咖啡屋 The Kimberley Hotel Coffee House,金巴利道,$201-400,西式,"自助餐,酒店餐廳",3496,158,3.2,62,34
馬哥孛羅咖啡廳 Cafe Marco,廣東道,$201-400,西式,"自助餐,酒店餐廳",33974,350,3.2,134,66
柏景餐廳 Café on the PARK,廣東道,$201-400,西式,"自助餐,酒店餐廳",31229,760,3.6,433,72
倚窗閣 The Window Cafe,彌敦道,$401-800,西式,"自助餐,酒店餐廳",29390,491,3.5,244,85
茶墨 Tea Brush,彌敦道,$50以下,日本菜,茶館,8792,993,4.1,753,24
細味人生 Savour Life,加拿分道,$51-100,港式/粵菜,小食店,416,4,3.6,2,1
Angelini意大利餐廳 Angelini,麼地道,$401-800,西式,"自助餐,酒店餐廳",13818,188,4,128,15
露台餐廳 The Verandah,梳士巴利道,$401-800,西式,"自助餐,酒店餐廳",17690,265,4.1,192,13
The Food Gallery,北京道,$401-800,西式,"自助餐,酒店餐廳",53754,366,3.5,153,60
Sabatini 意大利餐廳 Sabatini Ristorante Italiano,麼地道,$801以上,西式,"自助餐,酒店餐廳",26384,415,4.2,309,30
Vegetarian Kitchen by Dickson Yoga,麼地道,$51-100,西式,"三文治,果汁,沙律",919,16,3.6,9,2
"The Ballroom, The Mira Hong Kong",彌敦道,$801以上,港式/粵菜,"自助餐,酒店餐廳",530,22,3.6,12,3
Combo Capo,廣東道,$101-200,西式,"自助餐,酒店餐廳",1176,18,3.6,7,4
add@Prince,廣東道,$201-400,西式,"自助餐,酒店餐廳",20178,195,3.8,103,15
明苑粥麵小廚茶餐廳,厚福街,$50以下,港式/粵菜,"自助餐,酒店餐廳",69,9,2.4,2,4
龍城冰廳 Cafe Lung Shing,柯士甸道,$51-100,港式/粵菜,"自助餐,酒店餐廳",54,3,2.4,0,2
Burger Mate,金巴利道,$51-100,西式,漢堡包,1389,62,4.4,42,1
Shake Shack (ELEMENTS圓方),柯士甸道,$51-100,西式,漢堡包,2979,50,3.9,30,4
Tea WG Salon & Boutique,柯士甸道,$201-400,西式,茶館,566,9,4.4,9,0
堡爵仕美食車 The Butchers Truck,西九文化區,$51-100,西式,漢堡包,680,14,3.1,4,1
Shake Shack (海港城),廣東道,$51-100,西式,漢堡包,5553,138,4,74,4
Honbo,廣東道,$101-200,西式,漢堡包,4789,260,4.4,239,1
Main St. Deli,北京道,$201-400,西式,"自助餐,酒店餐廳",20333,309,3.8,211,20
The Chop House,彌敦道,$201-400,西式,漢堡包,22476,229,3.8,128,13
Dan Ryan's Chicago Grill (海港城),廣東道,$201-400,西式,"無肉餐單,適合大夥人,薄餅",27381,423,3.5,200,60
Stickhouse,廣東道,$50以下,西式,甜品-糖水,698,18,3.6,8,1
GelatoGelato,彌敦道,$50以下,西式,甜品-糖水,75,3,4.2,2,0
Tea Express Bar by Jrink,河內道,$50以下,西式,茶館,2532,78,4.2,60,1
Dood Bottega Gelateria,梳士巴利道,$51-100,西式,甜品-糖水,1948,17,3.5,8,4
Häagen-Dazs,彌敦道,$51-100,西式,甜品-糖水,687,56,3.8,34,1
Häagen-Dazs,柯士甸道,$51-100,西式,甜品-糖水,557,89,3.9,66,0
茶啡 Tea Meets Coffee,梳士巴利道,$51-100,西式,西式糕點,394,19,2.9,4,5
Twinkle Baker Decor,河內道,$50以下,西式,西式糕點,1041,51,4.1,40,1
Endorphins,河內道,$50以下,西式,西式糕點,449,16,4,12,0
The Butterfly Room,梳士巴利道,$201-400,西式,"雪糕-乳酪,咖啡店,西式糕點",13341,249,4.1,172,13
Soi.29,寶勒巷,$101-200,其他亞洲菜,大牌檔,7934,56,4.2,43,0
Castro's,亞士厘道,$101-200,中南美菜,,861,22,3.5,11,3
Ghana Locals,彌敦道,$50以下,中東/地中海菜,,346,5,3.9,5,0
Prosit Bar and Restaurant,亞士厘道,$201-400,西式,"唐餅,懷舊老店",1483,53,3.5,31,11
瑞士餐廳 The Swiss Chalet,棉登徑,$201-400,西式,酒吧,13906,282,3.8,189,20
Boticario Bar and Grill,麼地道,$101-200,中南美菜,烤肉,3544,24,4.1,17,1
Istanbul Kebab,樂道,$50以下,中東/地中海菜,,436,21,3,8,8
Tango Argentinian Steak House,柯士甸道,$401-800,中南美菜,扒房,15097,75,3.9,44,5
Cookie DPT,廣東道,$50以下,西式,西式糕點,2467,64,3.9,37,1
Italian Tomato,彌敦道,$50以下,西式,西式糕點,770,64,4.1,45,1
Twelve Cupcakes,彌敦道,$50以下,西式,西式糕點,348,11,3.7,4,0
Butter,梳士巴利道,$51-100,西式,西式糕點,341,5,4.4,4,0
亞蘇爾澳門菜 Azores Express,梳士巴利道,$101-200,西式,,783,43,4,29,1
New Chettinad,彌敦道,$50以下,其他亞洲菜,,100,4,3.5,3,0
Delaney's Kowloon,北京道,$101-200,西式,酒吧,3469,52,3.6,30,2
Syed Bukhara,彌敦道,$50以下,其他亞洲菜,咖喱,202,4,2.9,2,1
Tequila Jack's,漆咸道,$101-200,中南美菜,,4397,65,4,46,3
Gorkha Palace Restaurant & Bar,彌敦道,$51-100,其他亞洲菜,咖喱,194,6,4.6,5,0
The Nest Coffee Shop,彌敦道,$50以下,西式,"自助餐,酒店餐廳",443,25,4.1,15,0
Ebeneezer's Kebabs & Pizzeria (寶勒巷),寶勒巷,$51-100,中東/地中海菜,"素食,薄餅,咖喱,清真認證食品,沙律",2736,27,4.1,16,0
8Five2 Restobar,天文臺道,$101-200,中南美菜,,26757,548,4.3,474,16
PABLO Modern Mexican Cocina,麼地道,$201-400,中南美菜,,7362,48,4.2,36,1
Opa Mediterranean Bar and Bistro,漆咸道,$201-400,西式,,10460,414,4.3,382,14
Whatever Bar & Restaurant,廣東道,$51-100,西式,"咖啡店,all-day-breakfast",6984,313,4.1,265,3
Sedique Halal Mess,彌敦道,$51-100,其他亞洲菜,咖喱,452,6,4,5,0
"印度素食菜館 Smrat Pure Veg (Indian, Punjabi, Jain Food)",彌敦道,$51-100,其他亞洲菜,酒吧,553,12,3.9,8,0
Sher-E-punjab,彌敦道,$101-200,其他亞洲菜,咖喱,109,8,2.1,2,6
良茶隅 Herbaceous Teas,港鐵尖東站,$50以下,港式/粵菜,涼茶-龜苓膏,126,3,3.1,0,1
KOI Thé,港鐵九龍站,$50以下,其他中菜,"快餐店,少鹽少糖食店",362,12,3.5,3,0
House of Curry,彌敦道,$51-100,其他亞洲菜,咖喱,91,3,4.2,3,0
R&B,彌敦道,$101-200,西式,"咖啡店,all-day-breakfast",39443,345,3.7,189,19
Glasshouse Greenery (Victoria Dockside K11 Musea),梳士巴利道,$101-200,西式,"咖啡店,all-day-breakfast",51142,465,3.6,214,70
7E咖喱王 Khyber Pass Mess Club,彌敦道,$51-100,其他亞洲菜,咖喱,11626,439,3.8,299,23
Branto 印度素食餐廳 Branto Indian Vegetarian Restaurant,樂道,$51-100,其他亞洲菜,素食,4042,68,3.7,39,3
娑羅婆納印度素餐廳 SARAVANA PURE VEGETARIAN,彌敦道,$51-100,其他亞洲菜,小食店,356,20,4,18,0
ND42 Bar & Lounge,漆咸道,$201-400,西式,"咖啡店,all-day-breakfast",6353,110,4.4,99,1
Calfit,寶勒巷,$101-200,西式,涼茶-龜苓膏,628,41,4.5,40,0
擂台 The Ring,諾士佛臺,$51-100,西式,酒吧,2163,72,4.2,63,0
Assembly,諾士佛臺,$201-400,西式,酒吧,8252,68,3.9,52,4
SPICE Restaurant & Bar,諾士佛臺,$201-400,其他亞洲菜,網店-食品分銷,14770,638,4.3,562,11
Paisano's Pizzeria,加連威老道,$51-100,西式,薄餅,5958,172,3.7,99,4
Crepes & Bakes,博物館道,$51-100,西式,薄餅,182,3,2.6,1,2
Fog Bar & Restaurant,麼地道,$51-100,西式,酒吧,1505,68,4.2,62,3
皇宮印度餐廳 Taj Mahal Club,彌敦道,$51-100,其他亞洲菜,小食店,1401,72,3.7,46,6
新意達 Sangeetha Vegetarian Restaurant,麼地道,$51-100,其他亞洲菜,素食,3285,79,4.1,69,1
Avobar,梳士巴利道,$201-400,西式,"快餐店,少鹽少糖食店",11822,192,3.8,118,14
帝樂 - 德國餐廳 (美麗華廣場) Prost by King Ludwig (Mira),彌敦道,$201-400,西式,"快餐店,少鹽少糖食店",17694,275,3.9,179,14
PISS (河內道),河內道,$101-200,西式,酒吧,166,6,3.4,3,1
Outback Steakhouse (尖沙咀中心),麼地道,$201-400,西式,扒房,15226,482,3.7,298,44
Outback Steakhouse (新港中心),廣東道,$201-400,西式,扒房,4105,25,3.9,12,1
泰利斯餐廳 Thales Kitchen,寶勒巷,$201-400,西式,扒房,318,38,4.6,37,0
The Grill Room (堪富利士道),堪富利士道,$201-400,西式,扒房,67591,1314,4.3,1136,42
胡同 Hutong,北京道,$401-800,其他中菜,fine-dining,20411,221,3.7,113,22
必勝客 Pizza Hut,堪富利士道,$101-200,西式,薄餅,904,34,3.8,17,1
華達印度餐廳 (重慶大廈) Swagat Indian Restaurant (Chungking Mansions),彌敦道,$101-200,其他亞洲菜,酒吧,575,26,4.2,23,0
The Point - Pizza & Pasta (The ONE),彌敦道,$101-200,西式,酒吧,30506,752,4,573,25
Fini's (圓方),柯士甸道,$201-400,西式,薄餅,396,3,4.3,1,0
PHENOMENON WINE • DINE,彌敦道,$201-400,西式,酒吧,15658,115,3.8,68,13
Le Paradis Cafe & Restaurant,加連威老道,$201-400,西式,私房菜,11114,447,4.2,390,11
La Vache!,赫德道,$201-400,西式,扒房,58220,398,4.1,271,9
Harbourside Grill,廣東道,$201-400,西式,扒房,19562,123,3.9,73,11
Wooloomooloo Steakhouse,麼地道,$201-400,西式,扒房,17860,159,3.9,94,13
Hue Dining,梳士巴利道,$401-800,西式,扒房,20167,141,3.7,72,22
茹絲葵牛排餐廳 Ruth's Chris Steak House,麼地道,$401-800,西式,扒房,20883,109,4.4,92,2
THE STEAK ROOM,廣東道,$401-800,西式,扒房,9789,47,4.2,34,1
牛天神,宜昌街,$50以下,日本菜,咖喱,332,5,4.4,4,0
新德里餐廳 The Delhi Club,彌敦道,$101-200,其他亞洲菜,咖喱,8054,397,3.7,275,24
新泰東南亞餐廳 Sun Thai Restaurant,加拿分道,$101-200,其他亞洲菜,咖喱,20559,757,4.4,662,10
寶軒印度餐廳 Koh-I-Noor Indian Restaurant,麼地道,$101-200,其他亞洲菜,咖喱,2583,82,4.2,69,1
Wooloomooloo Prime,彌敦道,$401-800,西式,扒房,37793,337,3.8,183,33
Morton's of Chicago,彌敦道,$801以上,西式,"扒房,浪漫情調,酒店餐廳,慶祝紀念日,無翅餐廳",64680,397,4.1,295,13
HENRY,梳士巴利道,$801以上,西式,"自助餐,酒店餐廳",14893,81,4.1,58,5
花園餐廳 Sweetheart Garden Restaurant,亞士厘道,$101-200,港式/粵菜,扒房,176,40,3.5,22,6
Amitie Kitchen,亞士厘道,$201-400,西式,扒房,10278,480,4.2,439,8
Outback Steakhouse,金馬倫道,$201-400,西式,扒房,4693,136,3.9,85,3
茹絲葵牛排餐廳 Ruth's Chris Steak House,麼地道,$401-800,西式,扒房,1013,85,4.1,72,6
Amitie Kitchen,厚福街,$201-400,西式,小食店,32049,989,4.3,929,10
Osteria 意大利餐廳 Osteria Ristorante Italiano,彌敦道,$201-400,西式,"自助餐,酒店餐廳",10344,203,3.9,126,11
Velo Italian Bar & Grill,梳士巴利道,$201-400,西式,薄餅,41553,255,4,153,22
Paper Moon,廣東道,$201-400,西式,薄餅,65690,544,3.8,251,60
喜客比薩 Shakey's Pizza Restaurant,北京道,$50以下,西式,"串燒,適合大夥人,慶祝紀念日",178,58,3.3,23,9
Ebeneezer's Kebabs & Pizzeria,寶勒巷,$51-100,中東/地中海菜,"素食,薄餅,咖喱,清真認證食品,沙律",442,31,3.7,24,3
Roccos Pizzeria,麼地道,$101-200,西式,西式糕點,175,14,3.6,9,2
Anjappar Chettinad Indian Restaurant,寶勒巷,$101-200,其他亞洲菜,,13096,407,4.2,372,4
TRIBES,金馬倫道,$101-200,中東/地中海菜,,1065,99,4.4,96,0
Hello India Restaurant & Bar,漢口道,$101-200,其他亞洲菜,,1702,61,4.3,43,0
爵樂印度餐廳 Gaylord Indian Restaurant,北京道,$101-200,其他亞洲菜,咖喱,9712,75,4.3,57,0
沙嗲軒 (中港城) Satay Inn (China Hong Kong City),廣東道,$201-400,其他亞洲菜,"自助餐,酒店餐廳",6060,160,3.9,118,9
正宗印度餐廳 Surya Restaurant,麼地道,$101-200,其他亞洲菜,咖喱,592,54,3.7,38,3
爵樂印度餐廳 Gaylord Indian Restaurant,亞士厘道,$101-200,其他亞洲菜,咖喱,3785,147,3.7,101,11
Chatterbox Café,梳士巴利道,$101-200,其他亞洲菜,小食店,13874,485,4,306,31
莊園韓國料理 Changwon Korean Restaurant,金巴利道,$101-200,其他亞洲菜,小食店,3474,133,3.6,82,11
燒肉火蔵 Yakiniku KAGURA,柯士甸道,$201-400,日本菜,小食店,6862,75,3.6,31,10
Kim's Deli,廣東道,$101-200,其他亞洲菜,私房菜,1425,49,4.1,34,2
J.L. Private Kitchen,山林道,$201-400,西式,"樓上cafe,適合大夥人,包場派對",5607,171,4.2,146,5
Mezzo,麼地道,$101-200,西式,"自助餐,酒店餐廳",3693,63,3.6,36,5
Crispi Bun,亞士厘道,$51-100,西式,網店-食品分銷,248,8,3.9,4,0
印度菜館及酒吧 India Restaurant and Bar,寶勒巷,$101-200,其他亞洲菜,,533,18,3.9,10,4
綿私房料理 Wata Private Kitchen,柯士甸道,$401-800,日本菜,私房菜,157,5,4.6,4,0
喜粵私房菜,漆咸道,$401-800,港式/粵菜,私房菜,1701,8,4.7,4,0
冲菜 George Private Kitchen,山林道,$401-800,港式/粵菜,私房菜,2786,22,4.2,16,1
Chef at Home,加拿分道,$401-800,港式/粵菜,私房菜,2463,22,4.1,15,0
鴻福堂 Hung Fook Tong,港鐵九龍站,$50以下,港式/粵菜,涼茶-龜苓膏,180,17,3.7,13,0
鴻福堂 Hung Fook Tong,港鐵尖東站,$50以下,港式/粵菜,涼茶-龜苓膏,145,5,3.3,0,1
王老吉涼茶,天星碼頭,$50以下,港式/粵菜,涼茶-龜苓膏,148,18,3.5,14,0
養和堂 (新文華中心) Yeung Woo Tong (New Mandarin Plaza),科學館道,$50以下,港式/粵菜,涼茶-龜苓膏,111,6,3.2,3,0
舊時光石磨腸粉,厚福街,$50以下,港式/粵菜,,2554,42,4.3,30,0
CHAAT,梳士巴利道,$401-800,其他亞洲菜,"自助餐,酒店餐廳",16289,117,4.3,90,4
The French Table,樂道,$201-400,西式,私房菜,468,34,4,26,3
薈萃軒 Fusion Home Kitchen,彌敦道,$201-400,港式/粵菜,私房菜,1024,24,4.3,14,0
Bien Dinning,麼地道,$401-800,西式,"海鮮,浪漫情調,慶祝紀念日,飲o野傾計",288,16,4.4,13,0
Jimmy's Private Kitchen,柯士甸道,$801以上,西式,fine-dining,280,14,4.9,11,0
皇軒私房菜,柯士甸道,$201-400,港式/粵菜,私房菜,722,60,4.5,54,0
戶戶餸 Wu Wu Course,柯士甸道,$50以下,港式/粵菜,,77,3,4.2,1,0
海天堂 Hoi Tin Tong,堪富利士道,$50以下,港式/粵菜,涼茶-龜苓膏,122,3,3.6,0,0
Thai Plus Hainan Chicken 泰＋海南雞,港鐵九龍站,$50以下,其他亞洲菜,網店-食品分銷,68,3,3.5,0,0
谷辰 Guu San,中間道,$50以下,日本菜,網店-食品分銷,734,5,4.3,5,0
同德素食 Tong De Veggie,寶勒巷,$51-100,港式/粵菜,素食,5684,77,3.9,43,0
卓苑 Zhuoyuan Restaurant,中間道,$401-800,港式/粵菜,,2549,16,3.7,9,4
永利公司,金巴利道,$101-200,港式/粵菜,大閘蟹,88,3,4.3,3,0
大堂酒吧 Lobby Lounge,彌敦道,$51-100,西式,"自助餐,酒店餐廳",347,14,3.5,8,1
粵藝館 (海港城海運大廈) Art of Canton (Harbour City),廣東道,$201-400,港式/粵菜,,2487,36,4.3,29,2
夢樂園 Dream House,北京道,$101-200,其他中菜,,786,96,4.4,91,0
祥仔辣辣 (海運大廈) Ricky’s Spicy Kitchen (Ocean Terminal),廣東道,$101-200,其他中菜,,7044,177,3.8,113,20
Be on Canton,廣東道,$101-200,西式,"自助餐,酒店餐廳",4102,35,3.9,14,3
貓竇 Cat's Home,金巴利道,$101-200,日本菜,中菜館,683,47,4.4,32,1
臺坊 (加拿分道) Chatpoint (Carnarvon Road),加拿分道,$51-100,其他中菜,,5664,182,4.1,136,2
姚姚酸菜魚 (港威商場) YAOYAO (Gateway Arcade),廣東道,$201-400,其他中菜,,8170,251,4.1,188,16
鄧記川菜 Deng G Sichuan,梳士巴利道,$201-400,其他中菜,,6807,63,3.9,40,6
胡同 Hutong,中間道,$401-800,其他中菜,fine-dining,11270,37,4.1,22,2
映水芙蓉 (海運大廈) Fu Rong (Ocean Terminal),廣東道,$401-800,其他中菜,,23196,195,4.1,124,6
六両三 Liu Liang San,宜昌街,$51-100,其他中菜,,42785,718,3.9,483,43
稻埕飯店 (K11) Dào Chéng Taiwanese Restaurant (K11),河內道,$51-100,其他中菜,,15365,261,4.1,172,7
掌門精釀啤酒 Zhang Men Brewing Company,金巴利道,$101-200,其他中菜,酒吧,6840,85,4.2,55,0
杉原家茶屋,加拿分道,$50以下,日本菜,,424,3,4.3,3,0
香港朗廷酒店宴會廳,北京道,$401-800,港式/粵菜,"自助餐,酒店餐廳",386,12,3.7,9,1
Ankôma,廣東道,$801以上,西式,,5965,24,4.7,24,0
太平館餐廳 Tai Ping Koon Restaurant,加連威老道,$201-400,西式,"唐餅,懷舊老店",8357,344,3.3,147,63
Cucina,廣東道,$401-800,西式,"自助餐,酒店餐廳",20368,298,3.9,181,19
TIRPSE,梳士巴利道,$801以上,西式,fine-dining,21092,120,4.1,77,11
鮨 央泰 Sushi Hisayoshi,廣東道,$801以上,日本菜,,4604,85,4.7,77,2
个園竹語 Gold Garden Shanghai Cuisine,廣東道,$201-400,其他中菜,,7060,61,4,40,6
金玡居 Jin Ya Ju Noodle Bar,西九文化區,$101-200,其他中菜,,238,20,3,5,5
S.F.B,廣東道,$50以下,日本菜,,164,3,3.8,2,0
半島酒店利士廳 Salisbury Room,梳士巴利道,$801以上,港式/粵菜,"自助餐,酒店餐廳",587,15,4,10,0
華星海鮮酒家,加連威老道,$51-100,港式/粵菜,"自助餐,酒店餐廳",49,22,3.3,11,2
池畔餐廳 The Pool Terrace,梳士巴利道,$401-800,西式,"自助餐,酒店餐廳",1052,7,4.3,6,0
La BASE HK,漆咸道,$101-200,西式,"動物友善餐廳,酒,酒吧",3102,90,4.3,78,2
花香 Floom Floom,河內道,$101-200,西式,,6903,228,3.7,136,24
米角 KOME KORNER,中間道,$51-100,日本菜,,1030,67,4.3,53,0
順德霸王魚頭鍋專門店 Shunde Restaurant,金馬倫道,$101-200,港式/粵菜,,86,7,3,2,2
盈翠軒 Jade Palace Chinese Restaurant,廣東道,$101-200,港式/粵菜,酒吧,3173,155,3.2,72,28
阿一天下 Ahyattianxia,北京道,$101-200,港式/粵菜,"點心,酒樓,山珍海味",101,16,3.3,8,2
THE MATCHA TOKYO (K11購物藝術館),河內道,$51-100,日本菜,,813,13,3.6,6,1
灜居日本料理 EI IZAKAYA Japanese Restaurant,海防道,$401-800,日本菜,,530,95,4.7,95,0
日山 Hiyama,廣東道,$401-800,日本菜,,34191,218,4.3,144,7
狎鷗亭居酒屋 Apgujeong Tent Bar,諾士佛臺,$201-400,其他亞洲菜,酒吧,13926,233,3.7,146,17
O'taste,金巴利道,$50以下,其他亞洲菜,,1506,23,3.8,13,1
BANCHAN,金巴利道,$50以下,其他亞洲菜,,2171,18,4.1,11,0
韓國料理清溪川 all take away,金巴利道,$51-100,其他亞洲菜,,1276,24,4.2,13,0
漢城美食 Han Sung Korean Cuisine,金巴利道,$51-100,其他亞洲菜,,3868,152,3.2,44,24
Oomaki,梳士巴利道,$101-200,日本菜,,709,21,4.4,18,1
agnès b. DÉLICES,彌敦道,$101-200,西式,西式糕點,135,5,4.3,3,0
Le Fromage by Ma,梳士巴利道,$101-200,西式,,273,3,4.2,3,0
家家戶戶 Gagahoho,金巴利道,$51-100,其他亞洲菜,,2799,133,3.2,39,19
珍味地道韓食 Jinmi Korean Cuisine,柯士甸道,$51-100,其他亞洲菜,,2666,46,3.6,30,5
沃川自家料理 Yokukawa Japanese Cuisine,麼地道,$201-400,日本菜,,3909,228,4.1,188,7
十八番 Toei Delights,梳士巴利道,$101-200,日本菜,,282,29,3.4,14,5
鱘 Sake House,天文臺道,$101-200,日本菜,酒吧,462,15,4.2,14,1
秀 SU: Korean Restaurant,加連威老道,$101-200,其他亞洲菜,包場派對,3105,86,3.6,49,10
南대門3號 Namdaemoon Three Korean Restaurant,金巴利道,$101-200,其他亞洲菜,,598,31,3.4,10,2
漢城韓國餐廳 Seoul House Restaurant,山林道,$101-200,其他亞洲菜,,1098,42,3.1,12,9
南대門韓國料理 Namdaemoon One Korean Restaurant,金巴利道,$101-200,其他亞洲菜,,1428,85,3.2,36,22
OPPA Coffee Bar Restaurant,金巴利道,$101-200,其他亞洲菜,,43359,1555,3.9,1281,116
韓屋 Hanook Korean Restaurant,金巴利道,$101-200,其他亞洲菜,,36100,873,4.1,729,48
Soul Jook,梳士巴利道,$101-200,其他亞洲菜,,2413,94,3.8,63,6
南대門 Namdaemoon Cuisine,金巴利道,$101-200,其他亞洲菜,,2085,59,3.3,22,12
Odelice! (The ONE),彌敦道,$201-400,西式,,49408,916,4.1,705,40
Scarlett Cafe & Wine Bar,柯士甸道,$201-400,西式,,35617,318,4,207,18
ODEA,廣東道,$201-400,西式,,23137,144,4.2,102,4
Odyssée,柯士甸道,$401-800,西式,fine-dining,17577,98,4.3,67,5
亞參雞飯 Asam Chicken Rice,廣東道,$51-100,其他亞洲菜,,1479,29,3.8,15,1
うまい鮨勘 Umai SushiKan,廣東道,$201-400,日本菜,,18834,422,4,281,29
肉搏食堂 Meat Fight,厚福街,$101-200,日本菜,,3901,285,3.9,210,19
松藝館 Artisan De La Truffe,廣東道,$401-800,西式,,30948,384,4,214,30
ÉPURE,廣東道,$801以上,西式,"自助餐,酒店餐廳",24543,273,4.2,190,13
希戈餐廳 Hugo's,河內道,$801以上,西式,"自助餐,酒店餐廳",25980,248,4.2,187,10
Amina Modern European,廣東道,$801以上,西式,fine-dining,18311,439,4.6,406,7
吉地士 Gaddi's,梳士巴利道,$801以上,西式,"自助餐,酒店餐廳",15287,217,4.3,170,7
Kimchi Korean Fusion,金巴利道,$101-200,其他亞洲菜,,287,28,2.4,7,11
南門馬車 Namdaemoon Bistro,金巴利道,$101-200,其他亞洲菜,,422,15,3.4,9,1
蘇媽.蘇媽馬來西亞茶餐室 Kedai Kopi Semua Semua,加連威老道,$51-100,其他亞洲菜,,3214,161,4.2,130,2
Bugis@叻沙・海南雞飯,河內道,$50以下,其他亞洲菜,,286,8,4.1,6,0
Ssal Bori Ssal,金巴利道,$201-400,其他亞洲菜,,15529,96,4,59,4
ZZAN,堪富利士道,$201-400,西式,,702,31,4.5,28,0
Mosu Hong Kong,西九文化區,$801以上,其他亞洲菜,,4390,9,4.6,7,0
Ha Noi 越南菜,彌敦道,$51-100,其他亞洲菜,,229,37,4.4,35,0
河內越式湯粉 Pho Ha Hoi,彌敦道,$51-100,其他亞洲菜,,1254,27,3.5,9,2
福禧越南泰國餐廳 Full Viet Thai Restaurant,厚福街,$51-100,其他亞洲菜,,593,24,2.8,5,4
越灶 BEP Vietnamese Kitchen,梳士巴利道,$101-200,其他亞洲菜,,8488,109,3.9,59,2
芽莊越式料理 (海港城) Nha Trang Vietnamese Cuisine (Harbour City),廣東道,$101-200,其他亞洲菜,,10785,258,3.7,142,14
京笹居酒屋 Kyozasa Restaurant,海防道,$201-400,日本菜,,10092,157,3.8,97,12
